pmid,pmcid,doi,title,keywords,abstract,fulltext,links,corresp,site
# aps
0,0,26,82,0,1320,0,2,0,https://doi.org/10.1103/PhysRevE.67.031902
0,0,26,40,0,1044,0,2,0,https://doi.org/10.1103/PhysRevE.72.041917
0,0,30,115,0,939,0,2,0,https://doi.org/10.1103/PhysRevLett.104.228103

# projecteuclid
0,0,0,99,6,1293,0,2,0,https://doi.org/10.1214/07-AOAS155
0,0,0,114,10,1470,0,2,0,https://doi.org/10.1214/14-AOAS776

# precedings_nature, now nature
0,0,24,45,7,1390,0,2,11,https://doi.org/10.1038/NPRE.2011.6107.1
0,0,24,53,7,0,0,2,0,https://doi.org/10.1038/NPRE.2009.3322.1

# iospress
0,0,29,86,0,496,0,1,0,https://doi.org/10.3233/978-1-61499-769-6-182

# researchgate
0,0,25,89,0,1608,0,2,0,https://doi.org/10.13140/RG.2.1.2763.4807
0,0,25,73,0,1435,0,2,0,https://doi.org/10.13140/RG.2.1.3547.6561

# frontiersin
0,0,24,215,0,0,7809,2,0,https://doi.org/10.3389/FGENE.2014.00130
0,0,24,116,0,0,11955,2,0,https://doi.org/10.3389/FGENE.2012.00230
0,0,0,126,0,4134,0,1,0,https://doi.org/10.3389/CONF.FNINS.2010.13.00071

# theiet
0,0,23,76,8,797,0,1,0,https://doi.org/10.1049/IP-SYB:20060014
0,0,23,69,7,876,0,1,0,https://doi.org/10.1049/IP-SYB:20060021

# bmj
0,0,0,130,0,1766,0,1,21,https://doi.org/10.1136/JMEDGENET-2014-102656
0,0,0,94,0,1598,0,1,20,https://doi.org/10.1136/JMG.2010.082081

# nrcresearchpress, now cdnsciencepub
0,0,15,77,0,1583,0,1,0,https://doi.org/10.1139/G06-038
0,0,15,154,0,1443,0,1,65,https://doi.org/10.1139/G10-006

# genetics
# redirected to oup
0,0,27,85,0,844,23783,2,35,https://doi.org/10.1534/GENETICS.104.026500
0,0,27,123,0,754,72007,2,31,https://doi.org/10.1534/GENETICS.104.032219
0,0,27,60,0,1671,63413,2,38,https://doi.org/10.1534/GENETICS.105.054130
0,0,27,95,0,579,39503,2,39,https://doi.org/10.1534/GENETICS.107.085332

# plantphysiol
# redirected to oup
0,0,17,70,0,1267,35762,2,28,https://doi.org/10.1104/PP.011577
0,0,21,118,0,2146,92802,2,15,https://doi.org/10.1104/PP.110.156851
0,0,19,90,0,1119,26658,2,34,https://doi.org/10.1104/PP.15.01327

# plantcell
# redirected to oup
0,0,22,105,0,975,76491,2,19,https://doi.org/10.1105/TPC.112.103010
0,0,22,112,0,1593,75133,2,23,https://doi.org/10.1105/TPC.113.121913

# bloodjournal, now ashpublications.org
0,0,28,67,2,0,5061,2,0,https://doi.org/10.1182/BLOOD-2010-04-282616

# bloodadvances, now ashpublications.org
0,0,32,107,12,1950,34228,2,0,https://doi.org/10.1182/BLOODADVANCES.2016000794

# biochemj, now portlandpress.com
0,0,17,133,0,1700,0,1,0,https://doi.org/10.1042/BJ3080801

# biochemsoctrans, now portlandpress.com
0,0,18,86,5,785,0,1,41,https://doi.org/10.1042/BST0350612

# aacrjournals
0,0,29,50,0,1562,59114,2,136,https://doi.org/10.1158/1541-7786.MCR-16-0459

# zenodo
0,0,0,46,0,59,0,1,0,https://doi.org/10.5281/ZENODO.1251638
0,0,0,19,11,544,0,1,0,https://doi.org/10.5281/ZENODO.1217112
0,0,0,6,7,835,0,1,0,https://doi.org/10.5281/ZENODO.34090
0,0,0,53,0,82,0,1,0,https://doi.org/10.5281/ZENODO.573771
0,0,0,58,0,2627,0,2,0,https://zenodo.org/record/1259625
0,0,0,46,0,46,0,2,0,https://zenodo.org/record/1233395

# future-science
0,0,17,101,4,1334,37014,2,36,https://doi.org/10.2144/000113999
0,0,17,126,5,724,10943,2,40,https://doi.org/10.2144/000113978

# jstatsoft
0,0,21,68,0,1302,0,2,0,https://doi.org/10.18637/JSS.V046.I11
0,0,21,54,0,1626,0,2,0,https://doi.org/10.18637/JSS.V007.I10

# sagepub
0,0,24,72,4,943,44037,2,0,http://journals.sagepub.com/doi/abs/10.1177/1087057114548853
0,0,24,52,4,1194,54560,2,0,http://journals.sagepub.com/doi/abs/10.1177/1094342015594678

# springeropen
0,0,22,36,5,1781,41926,2,20,https://jcheminf.biomedcentral.com/articles/10.1186/1758-2946-3-33
0,0,25,40,5,0,2455,2,0,https://jcheminf.biomedcentral.com/articles/10.1186/1758-2946-2-S1-P6
0,0,22,76,5,1778,35730,2,14,https://jcheminf.biomedcentral.com/articles/10.1186/1758-2946-1-13

# mdpi
0,0,16,154,8,1489,40855,2,22,https://doi.org/10.3390/v4113209
0,0,20,80,5,1168,22359,2,16,https://doi.org/10.3390/ijms17081215
0,0,20,77,4,1175,27089,2,34,https://doi.org/10.3390/ijms18020274
0,0,16,75,3,1287,50037,2,12,https://doi.org/10.3390/a6020352
0,0,20,87,4,2209,33431,2,7,https://doi.org/10.3390/ijms20051070
0,0,21,129,3,1648,52188,2,18,https://doi.org/10.3390/metabo6040039
0,0,20,159,5,1564,24019,2,6,https://doi.org/10.3390/ijms15057594

# preprints
0,0,0,26,4,976,0,2,0,https://doi.org/10.20944/preprints201905.0056.v1
0,0,0,90,4,1263,0,2,0,https://doi.org/10.20944/preprints201907.0280.v1
0,0,0,69,6,951,0,2,0,https://doi.org/10.20944/preprints201906.0251.v1
0,0,0,162,14,1829,0,2,0,https://doi.org/10.20944/preprints201905.0044.v2

# aip
# corresponding names will have footnote appended
0,0,17,74,7,1208,37852,2,46,https://doi.org/10.1063/1.5092635
0,0,17,55,10,1528,42243,2,31,https://doi.org/10.1063/1.5100521
# only e-mails and e-mails of all, not only corresponding
0,0,17,91,10,1582,46805,2,164,https://doi.org/10.1063/1.5039473
0,0,17,127,10,1912,109056,2,44,https://doi.org/10.1063/1.5092590

# chemrxiv
0,0,28,79,7,1201,0,1,0,https://doi.org/10.26434/chemrxiv.8100203.v1
0,0,28,153,4,1375,0,1,0,https://doi.org/10.26434/chemrxiv.8795045.v1
0,0,28,56,2,1770,0,1,0,https://doi.org/10.26434/chemrxiv.8178722.v1

# iop
0,0,24,120,0,2182,55465,2,0,https://doi.org/10.1088/1741-2552/ab208d
0,0,24,100,0,0,6176,2,0,https://doi.org/10.1088/1752-7163/ab2fa2
0,0,24,135,0,2014,31374,2,0,https://doi.org/10.1088/1361-6560/ab2f47

# g3journal
# redirected to oup
0,0,21,134,5,2116,67059,2,32,https://doi.org/10.1534/g3.118.200925
0,0,21,60,5,882,17598,2,37,https://doi.org/10.1534/g3.119.400373

# wellcomeopenresearch
0,0,32,110,0,1732,10756,1,0,https://doi.org/10.12688/wellcomeopenres.10004.1
0,0,32,99,0,1149,31476,1,0,https://doi.org/10.12688/wellcomeopenres.15334.1
0,0,32,99,0,1176,35566,1,0,https://doi.org/10.12688/wellcomeopenres.15334.2

# gatesopenresearch
0,0,29,115,7,1092,35182,2,39,https://doi.org/10.12688/gatesopenres.13087.1
0,0,29,73,4,1753,38056,2,32,https://doi.org/10.12688/gatesopenres.13031.1

# researchsquare
0,0,27,120,4,2217,26559,2,0,https://doi.org/10.21203/rs.3.rs-2867460/v1
0,0,27,112,5,2409,31521,2,0,https://doi.org/10.21203/rs.3.rs-2893943/v1
0,0,27,105,7,1155,1319,2,0,https://doi.org/10.21203/rs.3.rs-2890196/v1
0,0,27,131,7,2186,49360,2,0,https://doi.org/10.21203/rs.3.rs-2858709/v1
0,0,27,103,5,2213,27896,2,0,https://doi.org/10.21203/rs.3.rs-2898842/v1
0,0,27,59,7,1462,1534,2,0,https://doi.org/10.21203/rs.3.rs-2753702/v1
0,0,27,79,7,2318,26674,2,0,https://doi.org/10.21203/rs.3.rs-2182259/v5

# medrxiv
0,0,27,130,0,2981,0,3,65,https://doi.org/10.1101/2023.04.27.23289149
0,0,27,171,0,1911,0,3,0,https://doi.org/10.1101/2023.05.16.23290024
0,0,27,90,0,1654,0,3,36,https://doi.org/10.1101/2023.05.12.23289878
0,0,27,103,0,2761,0,3,91,https://doi.org/10.1101/2023.05.04.23289518

# medrxiv_full
0,0,27,130,0,2981,31976,2,65,https://www.medrxiv.org/content/10.1101/2023.04.27.23289149v2.full
0,0,27,171,0,1911,29578,2,0,https://www.medrxiv.org/content/10.1101/2023.05.16.23290024v1.full
0,0,27,90,0,1654,86942,2,36,https://www.medrxiv.org/content/10.1101/2023.05.12.23289878v1.full
0,0,27,103,0,2761,29930,2,91,https://www.medrxiv.org/content/10.1101/2023.05.04.23289518v1.full

# authorea
0,0,32,82,4,1470,0,2,15,https://doi.org/10.22541/au.166117417.77605988/v2
0,0,33,107,6,1714,19509,2,15,https://doi.org/10.22541/au.168501604.43569192/v1

# osf
0,0,21,99,7,0,0,2,0,https://doi.org/10.31234/osf.io/f2sqd
0,0,21,122,12,0,0,2,0,https://doi.org/10.31219/osf.io/9bmf3

# aimspress
0,0,19,109,5,2041,26090,1,86,https://doi.org/10.3934/mbe.2023300
0,0,19,97,5,1309,20219,1,68,https://doi.org/10.3934/mbe.2023295

# cambridge
0,0,18,155,0,1031,80945,1,47,https://doi.org/10.1017/pls.2022.2
0,0,20,147,0,1755,22320,1,31,https://doi.org/10.1017/ash.2023.140
