pmid,pmcid,doi,title,keywords,abstract,fulltext,links,site
0,0,20,107,6,1520,0,3,http://journal.embnet.org/index.php/embnetjournal/article/view/837

# embnet_full
0,0,0,72,0,700,9207,1,http://journal.embnet.org/index.php/embnetjournal/article/view/200/479
0,0,0,107,0,1519,14456,1,http://journal.embnet.org/index.php/embnetjournal/article/view/837/1225

# sciencemag
0,0,0,58,0,0,0,3,http://science.sciencemag.org/content/245/4925/1434
0,0,0,83,0,937,0,3,http://science.sciencemag.org/content/262/5131/208
0,0,0,41,0,837,0,3,http://science.sciencemag.org/content/278/5338/631
0,0,0,61,0,684,0,3,http://science.sciencemag.org/content/283/5405/1168
0,0,0,69,0,730,0,3,http://science.sciencemag.org/content/297/5583/1007
0,0,0,44,0,543,0,3,http://science.sciencemag.org/content/300/5620/767
0,0,0,43,0,0,0,3,http://science.sciencemag.org/content/317/5835/195
0,0,0,38,0,1545,0,3,http://science.sciencemag.org/content/347/6220/1260419

# sciencemag_full
0,0,0,58,0,0,0,2,http://science.sciencemag.org/content/245/4925/1434.full
0,0,0,83,0,0,0,2,http://science.sciencemag.org/content/262/5131/208.full
0,0,0,41,0,837,30744,2,http://science.sciencemag.org/content/278/5338/631.full
0,0,0,61,0,684,17938,2,http://science.sciencemag.org/content/283/5405/1168.full
0,0,0,69,0,730,29278,2,http://science.sciencemag.org/content/297/5583/1007.full
0,0,0,44,0,543,22211,2,http://science.sciencemag.org/content/300/5620/767.full
0,0,0,43,0,0,2604,2,http://science.sciencemag.org/content/317/5835/195.full
0,0,0,38,0,1545,44213,2,http://science.sciencemag.org/content/347/6220/1260419.full

# bioinformation
0,0,0,43,5,585,0,2,http://www.bioinformation.net/001/002300012006.htm
0,0,0,57,0,1204,0,2,http://www.bioinformation.net/008/97320630008167.htm
0,0,0,78,3,922,0,2,http://www.bioinformation.net/009/97320630009840.htm

# aps
0,0,26,82,0,1320,0,1,https://doi.org/10.1103/PhysRevE.67.031902
0,0,26,40,0,1044,0,1,https://doi.org/10.1103/PhysRevE.72.041917
0,0,30,115,0,939,0,1,https://doi.org/10.1103/PhysRevLett.104.228103

# projecteuclid
0,0,0,99,6,1293,0,2,https://doi.org/10.1214/07-AOAS155
0,0,0,114,10,1470,0,1,https://doi.org/10.1214/14-AOAS776

# precedings_nature
0,0,24,45,7,1391,0,2,https://doi.org/10.1038/NPRE.2011.6107.1
0,0,24,53,7,1298,0,2,https://doi.org/10.1038/NPRE.2009.3322.1

# iospress
0,0,29,86,0,496,0,1,https://doi.org/10.3233/978-1-61499-769-6-182

# researchgate
0,0,25,89,0,1608,0,2,https://doi.org/10.13140/RG.2.1.2763.4807
0,0,25,73,0,1435,0,2,https://doi.org/10.13140/RG.2.1.3547.6561

# frontiersin
0,0,24,215,0,0,7809,2,https://doi.org/10.3389/FGENE.2014.00130
0,0,24,116,0,0,11955,2,https://doi.org/10.3389/FGENE.2012.00230
0,0,0,126,0,4134,0,1,https://doi.org/10.3389/CONF.FNINS.2010.13.00071

# theiet
0,0,23,76,8,797,0,1,https://doi.org/10.1049/IP-SYB:20060014
0,0,23,69,7,876,0,1,https://doi.org/10.1049/IP-SYB:20060021

# bmj
0,0,0,130,0,1767,0,1,https://doi.org/10.1136/JMEDGENET-2014-102656
0,0,0,94,0,1598,0,1,https://doi.org/10.1136/JMG.2010.082081

# nrcresearchpress
0,0,15,77,0,1583,0,1,https://doi.org/10.1139/G06-038
0,0,15,154,6,1443,0,1,https://doi.org/10.1139/G10-006

# inderscience
0,0,0,69,0,754,0,1,https://doi.org/10.1504/IJBRA.2009.029045
0,0,0,80,0,747,0,1,https://doi.org/10.1504/IJDMB.2009.024849

# genetics
0,0,27,86,0,843,18212,2,https://doi.org/10.1534/GENETICS.104.026500
0,0,27,123,0,755,45016,2,https://doi.org/10.1534/GENETICS.104.032219
0,0,27,60,0,1671,48970,2,https://doi.org/10.1534/GENETICS.105.054130
0,0,27,95,0,579,30064,2,https://doi.org/10.1534/GENETICS.107.085332

# plantphysiol
0,0,17,70,0,1268,30332,2,https://doi.org/10.1104/PP.011577
0,0,21,118,0,2160,80460,2,https://doi.org/10.1104/PP.110.156851
0,0,19,90,0,1123,26486,2,https://doi.org/10.1104/PP.15.01327

# plantcell
0,0,22,105,0,985,75284,2,https://doi.org/10.1105/TPC.112.103010
0,0,22,112,0,1600,76501,2,https://doi.org/10.1105/TPC.113.121913

# bloodjournal
0,0,28,67,0,0,4201,2,https://doi.org/10.1182/BLOOD-2010-04-282616

# bloodadvances
0,0,32,107,0,1960,34850,2,https://doi.org/10.1182/BLOODADVANCES.2016000794

# biochemj
0,0,17,134,0,1700,0,2,https://doi.org/10.1042/BJ3080801

# biochemsoctrans
0,0,18,86,0,785,0,2,https://doi.org/10.1042/BST0350612

# aacrjournals
0,0,0,50,0,1564,58383,2,https://doi.org/10.1158/1541-7786.MCR-16-0459
